prompt_ix,prompt_key,token_ix,token,token_id,base_message_ix,base_message_type,segment_token_ix,seg_ix,sample_ix
0,proper_tags,0,<|startoftext|>,199998,,,,,0
0,proper_tags,1,<|start|>,200006,,,,,1
0,proper_tags,2,system,17360,,,,,2
0,proper_tags,3,<|message|>,200008,,,,,3
0,proper_tags,4,You,3575,0.0,system,1.0,0.0,4
0,proper_tags,5, are,553,0.0,system,2.0,0.0,5
0,proper_tags,6, Chat,17554,0.0,system,3.0,0.0,6
0,proper_tags,7,GPT,162016,0.0,system,4.0,0.0,7
0,proper_tags,8,",",11,0.0,system,5.0,0.0,8
0,proper_tags,9, a,261,0.0,system,6.0,0.0,9
0,proper_tags,10, large,4410,0.0,system,7.0,0.0,10
0,proper_tags,11, language,6439,0.0,system,8.0,0.0,11
0,proper_tags,12, model,2359,0.0,system,9.0,0.0,12
0,proper_tags,13, trained,22203,0.0,system,10.0,0.0,13
0,proper_tags,14, by,656,0.0,system,11.0,0.0,14
0,proper_tags,15, Open,7788,0.0,system,12.0,0.0,15
0,proper_tags,16,AI,17527,0.0,system,13.0,0.0,16
0,proper_tags,17,".
",558,0.0,system,14.0,0.0,17
0,proper_tags,18,Knowledge,87447,0.0,system,15.0,0.0,18
0,proper_tags,19, cutoff,100594,0.0,system,16.0,0.0,19
0,proper_tags,20,:,25,0.0,system,17.0,0.0,20
0,proper_tags,21, ,220,0.0,system,18.0,0.0,21
0,proper_tags,22,202,1323,0.0,system,19.0,0.0,22
0,proper_tags,23,4,19,0.0,system,20.0,0.0,23
0,proper_tags,24,-,12,0.0,system,21.0,0.0,24
0,proper_tags,25,06,3218,0.0,system,22.0,0.0,25
0,proper_tags,26,"
",198,0.0,system,23.0,0.0,26
0,proper_tags,27,Current,6576,0.0,system,24.0,0.0,27
0,proper_tags,28, date,3521,0.0,system,25.0,0.0,28
0,proper_tags,29,:,25,0.0,system,26.0,0.0,29
0,proper_tags,30, ,220,0.0,system,27.0,0.0,30
0,proper_tags,31,202,1323,0.0,system,28.0,0.0,31
0,proper_tags,32,5,20,0.0,system,29.0,0.0,32
0,proper_tags,33,-,12,0.0,system,30.0,0.0,33
0,proper_tags,34,10,702,0.0,system,31.0,0.0,34
0,proper_tags,35,-,12,0.0,system,32.0,0.0,35
0,proper_tags,36,01,2290,0.0,system,33.0,0.0,36
0,proper_tags,37,"

",279,0.0,system,34.0,0.0,37
0,proper_tags,38,Reason,30377,0.0,system,35.0,0.0,38
0,proper_tags,39,ing,289,0.0,system,36.0,0.0,39
0,proper_tags,40,:,25,0.0,system,37.0,0.0,40
0,proper_tags,41, medium,14093,0.0,system,38.0,0.0,41
0,proper_tags,42,"

",279,0.0,system,39.0,0.0,42
0,proper_tags,43,#,2,0.0,system,40.0,0.0,43
0,proper_tags,44, Valid,13888,0.0,system,41.0,0.0,44
0,proper_tags,45, channels,18403,0.0,system,42.0,0.0,45
0,proper_tags,46,:,25,0.0,system,43.0,0.0,46
0,proper_tags,47, analysis,8450,0.0,system,44.0,0.0,47
0,proper_tags,48,",",11,0.0,system,45.0,0.0,48
0,proper_tags,49, commentary,49159,0.0,system,46.0,0.0,49
0,proper_tags,50,",",11,0.0,system,47.0,0.0,50
0,proper_tags,51, final,1721,0.0,system,48.0,0.0,51
0,proper_tags,52,.,13,0.0,system,49.0,0.0,52
0,proper_tags,53, Channel,21030,0.0,system,50.0,0.0,53
0,proper_tags,54, must,2804,0.0,system,51.0,0.0,54
0,proper_tags,55, be,413,0.0,system,52.0,0.0,55
0,proper_tags,56, included,7360,0.0,system,53.0,0.0,56
0,proper_tags,57, for,395,0.0,system,54.0,0.0,57
0,proper_tags,58, every,1753,0.0,system,55.0,0.0,58
0,proper_tags,59, message,3176,0.0,system,56.0,0.0,59
0,proper_tags,60,".
",558,0.0,system,57.0,0.0,60
0,proper_tags,61,Keep,25627,0.0,system,58.0,0.0,61
0,proper_tags,62, each,2454,0.0,system,59.0,0.0,62
0,proper_tags,63, final,1721,0.0,system,60.0,0.0,63
0,proper_tags,64, answer,6052,0.0,system,61.0,0.0,64
0,proper_tags,65, to,316,0.0,system,62.0,0.0,65
0,proper_tags,66, one,1001,0.0,system,63.0,0.0,66
0,proper_tags,67, paragraph,27853,0.0,system,64.0,0.0,67
0,proper_tags,68, of,328,0.0,system,65.0,0.0,68
0,proper_tags,69, at,540,0.0,system,66.0,0.0,69
0,proper_tags,70, most,1645,0.0,system,67.0,0.0,70
0,proper_tags,71, ,220,0.0,system,68.0,0.0,71
0,proper_tags,72,100,1353,0.0,system,69.0,0.0,72
0,proper_tags,73, words,6391,0.0,system,70.0,0.0,73
0,proper_tags,74,.,13,0.0,system,71.0,0.0,74
0,proper_tags,75, Answer,30985,0.0,system,72.0,0.0,75
0,proper_tags,76, the,290,0.0,system,73.0,0.0,76
0,proper_tags,77, specific,4857,0.0,system,74.0,0.0,77
0,proper_tags,78, research,4176,0.0,system,75.0,0.0,78
0,proper_tags,79, question,4928,0.0,system,76.0,0.0,79
0,proper_tags,80,",",11,0.0,system,77.0,0.0,80
0,proper_tags,81, without,2935,0.0,system,78.0,0.0,81
0,proper_tags,82, proposing,118648,0.0,system,79.0,0.0,82
0,proper_tags,83, a,261,0.0,system,80.0,0.0,83
0,proper_tags,84, long,1701,0.0,system,81.0,0.0,84
0,proper_tags,85, project,2993,0.0,system,82.0,0.0,85
0,proper_tags,86, plan,3496,0.0,system,83.0,0.0,86
0,proper_tags,87, or,503,0.0,system,84.0,0.0,87
0,proper_tags,88, claiming,45729,0.0,system,85.0,0.0,88
0,proper_tags,89, results,4376,0.0,system,86.0,0.0,89
0,proper_tags,90, that,484,0.0,system,87.0,0.0,90
0,proper_tags,91, have,679,0.0,system,88.0,0.0,91
0,proper_tags,92, not,625,0.0,system,89.0,0.0,92
0,proper_tags,93, been,1339,0.0,system,90.0,0.0,93
